conv_id,n_turns,input_length_mean,output_length_mean,input_length_total,output_length_total,total_length,channel_mode
C998E913-3A05-497A-8A24-8234E335DEB0,1,114.0,559.0,114,559,673,1
ba4d12c9-4d58-4fc9-aa5c-c9f2967ac1a4,1,24.0,548.0,24,548,572,1
11FB1B22-B24F-4438-99A6-5405EEC75D90,1,64.0,592.0,64,592,656,1
ED2880CE-F570-492B-970D-1786778826B5,4,19.0,708.5,76,2834,2910,1
C65B44FF-59EB-4B84-A377-0A61A0FCFDB7,3,87.66666666666667,472.6666666666667,263,1418,1681,1
C4B783D4-28A0-48A4-BA4E-8AF9A15A21D8,1,26.0,494.0,26,494,520,1
8FBA6537-A573-49D0-9BAE-F04D73035E1E,3,61.0,259.3333333333333,183,778,961,1
A66EC17B-3361-4B21-803A-8F5799325ED8,3,25.0,466.6666666666667,75,1400,1475,1
16e8027e-a67f-402e-aa75-71e39a2539bc,1,90.0,435.0,90,435,525,1
1cd97a13-ab68-4251-ab41-3cfacc536697,1,28.0,562.0,28,562,590,1
74E1CA70-210C-4047-AF77-C9D52D0A6016,1,41.0,426.0,41,426,467,1
319a0902-5448-47cc-b258-f6839f5f312c,3,10.666666666666666,508.3333333333333,32,1525,1557,1
7C61E933-6BAB-40DD-B9EB-BF3AEA750C7B,4,36.0,357.75,144,1431,1575,2
ADD9C240-E572-42D9-9976-97A4B8565BEA,3,30.333333333333332,581.6666666666666,91,1745,1836,1
485DCAB9-EAD9-40E5-A204-E49F1E3D6126,3,34.0,498.0,102,1494,1596,1
2a79da82-e79b-491f-b96a-0a334a37f5c8,4,49.75,529.75,199,2119,2318,1
cbae5c69-1434-4ee8-9a0b-b9ceb79924b0,3,48.0,123.0,144,369,513,2
75EAEF88-6606-4E58-BF95-4BDC4E566B01,1,78.0,363.0,78,363,441,1
8a3dc774-1353-4464-ba33-e58b3f1a02cb,1,37.0,291.0,37,291,328,2
f39b4964-6c06-4d2e-a184-9c327c7efe5a,4,33.5,500.5,134,2002,2136,1
4B1827A5-7784-4F84-AC75-5304A7ABDE69,4,23.75,502.25,95,2009,2104,1
BC13B77C-E20F-44B9-9DF2-C5CDDC3757AA,4,9.5,444.0,38,1776,1814,1
91885158-E5E4-4005-9703-8F509A6E1865,1,26.0,277.0,26,277,303,1
e3f4537f-4741-4a96-ab75-0449ecd50199,3,107.66666666666667,435.3333333333333,323,1306,1629,1
F9B8C379-AA5F-494F-A85A-8D4F67D68FD7,1,108.0,426.0,108,426,534,1
41F7231B-5402-44AA-AE05-366442D2B417,1,28.0,258.0,28,258,286,1
99B4C268-DFE0-42A6-81BC-B37300B9751A,1,42.0,647.0,42,647,689,1
783D9DAE-301E-4E39-82C8-F14F87CE39B9,1,30.0,954.0,30,954,984,1
b9c78711-5bdf-4d2b-8b24-fa09c82c7099,1,94.0,651.0,94,651,745,1
e19c0e47-f75d-44ae-a0e3-7732b5f06a47,1,58.0,297.0,58,297,355,1
03191a84-b612-4bbd-ac5b-96f2e6493de9,1,24.0,610.0,24,610,634,1
053AAC09-3E1A-4494-8C35-C7056FCD5752,1,28.0,527.0,28,527,555,1
C2D3AA02-5689-4042-8412-E4D561199974,1,28.0,536.0,28,536,564,1
93936F9F-3940-45B1-8022-CF668A45EA69,1,104.0,484.0,104,484,588,1
1E3D0C02-B55B-4D46-AA46-45410B016680,1,36.0,699.0,36,699,735,1
67821956-0678-4f43-9192-95b3333d6c25,4,47.5,369.5,190,1478,1668,1
12BEB066-146F-4861-A186-DE013F5D9E96,1,32.0,402.0,32,402,434,1
e5c55db3-8266-49f1-85cf-d9ee400237cd,3,41.333333333333336,373.3333333333333,124,1120,1244,1
1ee2e41c-ad30-4a92-b2f5-1b029fb7b2a1,1,26.0,724.0,26,724,750,1
997655ff-a9ec-46a2-ada4-f48a31ae96e0,1,46.0,389.0,46,389,435,1
0e57e634-1763-4fd7-a184-a946fb261293,1,15.0,682.0,15,682,697,1
be4295b9-ca90-4c16-a57b-06ae1e74ddde,1,21.0,678.0,21,678,699,1
54749600-A5EC-4741-9946-7DB978132038,3,60.333333333333336,477.0,181,1431,1612,1
ED53BAE2-AF00-45A7-8273-DAAAAA0B8A45,4,31.75,679.5,127,2718,2845,1
970139ec-9b56-4d36-88c2-1f72e6e57c0f,3,42.666666666666664,606.3333333333334,128,1819,1947,1
20fd3dd8-1ebc-4f0d-bbec-07e537f41bc6,3,27.666666666666668,384.0,83,1152,1235,1
734D9DB0-8672-478E-8C84-70F893A0D10C,1,34.0,535.0,34,535,569,1
d9d6fd3b-c672-45ec-9c3e-9f05e5099f18,1,46.0,607.0,46,607,653,1
6628AD6D-8556-4AA8-A9DB-0D60A04D2AD1,1,22.0,503.0,22,503,525,1
bba02155-dbdf-4c99-a92c-59c727fb47bf,4,45.5,659.5,182,2638,2820,1
2107ec61-5651-46f0-b8ae-613637564a35,3,24.333333333333332,413.0,73,1239,1312,1
72b3ef8a-a17e-456b-8973-e1ab9062fc83,1,54.0,546.0,54,546,600,1
5ECE8633-BD88-4765-9632-C2E527946719,3,44.333333333333336,451.3333333333333,133,1354,1487,1
8c9e1137-0c76-43cc-b5ba-1553e3436260,4,53.75,192.25,215,769,984,2
7d9bba10-7a78-44e7-af52-1980703c7233,1,24.0,275.0,24,275,299,1
8A87B354-2FF4-4BC9-AABF-E6B473F0CB40,1,45.0,346.0,45,346,391,1
A32A22DB-D6E6-4F1E-9555-0A7F36FD1E8C,1,68.0,370.0,68,370,438,1
664E97D3-99FF-447D-9A78-DC0B0A403F56,3,50.666666666666664,789.3333333333334,152,2368,2520,1
c212be36-97bb-4980-ac29-f4102acd3237,5,33.0,348.2,165,1741,1906,2
17501b93-67b6-415c-aaa6-bf21a6af109f,1,33.0,583.0,33,583,616,1
F2CB83FC-D565-44E8-AE6A-52E8E1C91B97,1,26.0,440.0,26,440,466,1
72C3320E-F5CC-4633-A9C9-1E546813A969,4,45.75,711.0,183,2844,3027,1
78123175-8e59-4c8a-9cd9-b4b5d65bb81a,3,27.0,295.6666666666667,81,887,968,1
2f2d696f-132d-4209-8576-22478bdaacc9,3,45.0,497.6666666666667,135,1493,1628,1
dac42b5e-bf90-42da-9878-d79310ed8daa,3,28.333333333333332,439.0,85,1317,1402,1
27f5ea6b-207d-495a-aefc-1cea4b23bcfc,1,18.0,337.0,18,337,355,1
7557471f-850e-4ce6-bb9a-d4c99030cb2d,6,39.666666666666664,343.8333333333333,238,2063,2301,1
E757E3A9-384D-4BE3-821A-3BCAC6A4019D,3,61.0,647.0,183,1941,2124,1
D5D8A19D-0F0B-4D85-8AC0-4F123EFA3D06,1,37.0,232.0,37,232,269,1
55f7b652-dd66-4a62-a51a-10b9e642e886,4,18.5,630.0,74,2520,2594,1
F44E2054-7CF1-46CF-9C94-2A794BEAFAA5,1,31.0,649.0,31,649,680,1
5de3d65e-03cf-4b52-b93d-2ed066f67053,3,15.333333333333334,717.3333333333334,46,2152,2198,1
215b9bd1-1120-4054-b251-5f22db6c8051,3,42.333333333333336,334.6666666666667,127,1004,1131,1
9EF419B4-0665-40E3-A007-0249C01B08F7,3,30.0,495.3333333333333,90,1486,1576,1
187C2F7A-F81A-42CE-81CC-676A45EEEB5A,3,26.0,836.3333333333334,78,2509,2587,1
5c675738-625d-4c25-90c0-735f6747d296,1,47.0,421.0,47,421,468,1
994ABC6F-B41E-4FE8-81C1-D3BA3BE8BB5C,7,67.85714285714286,547.2857142857143,475,3831,4306,1
1385EAF8-B822-465E-9678-3E293F84C57F,1,91.0,657.0,91,657,748,1
2f7d303d-1275-4d0e-bcbb-1edd88e6ac28,1,94.0,676.0,94,676,770,1
22054cc3-f740-4e7c-a90e-df28bf00a073,3,57.333333333333336,529.3333333333334,172,1588,1760,1
699D4021-F2DF-46D5-88FF-C0C7C14884CF,3,26.666666666666668,676.6666666666666,80,2030,2110,1
dba640b5-aa72-41a4-9c37-ea8623510384,4,27.25,434.0,109,1736,1845,1
9E4C5BB5-0E66-4AB0-B4FB-D3EB2E383D47,1,71.0,337.0,71,337,408,1
d4e22ad7-7b3c-436e-a67c-bdff1a16a9e4,1,20.0,312.0,20,312,332,1
26C18093-EEEA-4DCA-8091-3E3128A9F50C,4,52.0,400.0,208,1600,1808,1
b667d0dc-989b-45cf-9c65-6cfc59c562dd,8,48.625,531.5,389,4252,4641,1
ddd02712-c4f2-4e27-b4fb-58e4761a6b49,1,24.0,296.0,24,296,320,1
F1F40245-A05B-42F1-8B0B-9D02422DA20B,5,36.4,699.8,182,3499,3681,1
6ca93a3a39461f960eba8fbbd85af373,6,31.833333333333332,310.3333333333333,191,1862,2053,1
85B9D08F-9EF3-4695-B79D-77C76D786BDA,3,54.666666666666664,389.0,164,1167,1331,1
A7732BEE-F965-4BD9-B382-2A461A5F7C99,1,18.0,648.0,18,648,666,1
F5F3AAFC-928D-4088-B275-03293FB918F4,1,31.0,237.0,31,237,268,1
9C3FCC19-5AD5-4605-84EA-01C595D42697,1,21.0,350.0,21,350,371,1
5af9673b-4557-412b-b73c-ea93ba310959,1,18.0,395.0,18,395,413,1
6ce6ffee-4c30-476f-813b-6b6bed0fbec3,5,45.0,444.2,225,2221,2446,1
eb764882483095d4d1622c6e5543d4a6,3,29.333333333333332,246.0,88,738,826,1
727eea79-2891-4b4d-a0e8-615a95b2b8c7,4,12.5,274.5,50,1098,1148,1
6b898fd5-ca07-4766-921e-715d726d5e0b,3,32.333333333333336,345.3333333333333,97,1036,1133,1
DE07E64E-6953-48EB-B60A-DB15E78E11DA,1,55.0,462.0,55,462,517,1
4b7a8846-0a70-43d7-94fb-ffd7899593ab,1,36.0,303.0,36,303,339,1
c6ef3787-9351-41ac-bd8e-03809759a72d,4,33.0,469.5,132,1878,2010,1
c5c474b6-a58a-457c-8c43-1df7c328ccf4,3,89.33333333333333,567.0,268,1701,1969,1
49f7f1f7-c092-4c01-a22b-9385808a55cc,1,83.0,635.0,83,635,718,1
61C95521-BF1A-4360-8AAE-A9ECE58D39C1,1,31.0,362.0,31,362,393,1
5d5c77c0-3a65-477d-b617-eb6f2350045f,3,16.666666666666668,390.0,50,1170,1220,1
736ac7d7-d705-4f5c-a45d-be2a3ad49e68,1,18.0,345.0,18,345,363,1
6a89a651-8992-49df-9a4f-26239b774005,1,39.0,243.0,39,243,282,1
9DA0CCD8-7EAC-48DA-BD4D-3CF7B1DBAEDA,1,17.0,666.0,17,666,683,1
e4873023-3ec8-4126-821a-ad2d697d49cf,3,75.66666666666667,486.6666666666667,227,1460,1687,1
E57BD703-7D8C-4CB1-B0D1-306FB5A58F91,3,19.333333333333332,485.6666666666667,58,1457,1515,1
1194e919-ed04-43ec-b0ae-48961c71887b,1,42.0,1010.0,42,1010,1052,1
5436ef68-64bf-460a-8a9e-aa4c2cf4f9a5,4,48.25,458.75,193,1835,2028,1
9ADDA0DD-0C5E-47CA-9695-B1ADF8B5641A,1,64.0,556.0,64,556,620,1
F7149796-9FB0-47DA-B0D6-9E2FECB6A672,1,63.0,603.0,63,603,666,1
0127D29F-20CB-4917-831A-DCD14E1CADE9,1,14.0,769.0,14,769,783,1
9BB7D19F-26A6-4A2B-90EA-B9CC7699EFF5,1,27.0,614.0,27,614,641,1
2a5035fa-6496-484a-a4b9-80b77430cc82,3,26.333333333333332,653.6666666666666,79,1961,2040,1
2cb1a6c6-1b7c-46d7-a06a-a76fbf4e947a,7,21.285714285714285,415.2857142857143,149,2907,3056,1
906552D8-5AC2-4E03-92B5-601C6B4E17EF,4,40.25,351.25,161,1405,1566,1
a822748e-be3c-41fb-9b0d-b2da09d3bca1,6,54.833333333333336,385.5,329,2313,2642,1
c0aa374c-ce1b-4735-a6aa-141ae4d50d05,4,44.5,459.75,178,1839,2017,1
5903DA9D-62AD-4E67-B149-84622C19341A,3,39.666666666666664,325.6666666666667,119,977,1096,1
cc2ca414-ceb5-4ad6-8a52-bd541188af1c,3,41.666666666666664,427.6666666666667,125,1283,1408,1
e0bd1cb4-267f-40dd-bf1d-7825b53e913d,1,39.0,1074.0,39,1074,1113,1
ed8a81d9-2701-4ce3-b852-7ecbe02301a2,1,106.0,392.0,106,392,498,1
544c51dc-a879-4e3c-a464-54312312b839,1,32.0,496.0,32,496,528,1
5FA59FB5-809C-4551-9176-8B87AD08CD52,4,37.25,443.75,149,1775,1924,1
99afb159-fd50-4008-b7cc-d00cb278e513,3,47.666666666666664,600.6666666666666,143,1802,1945,1
39F1E412-A152-4FE8-A7EB-D83E5C13C1E6,1,53.0,691.0,53,691,744,1
24f4e520-b427-40c1-bc4a-5929bea1cd73,1,57.0,753.0,57,753,810,1
FD7E5310-BAD0-4BA7-8B72-B690EA345E14,1,21.0,373.0,21,373,394,1
79b2da7a-1241-4705-bbe2-045328bb97fc,1,13.0,507.0,13,507,520,1
f0742b26-76ac-4d4e-af63-d2c62aa0fdc5,4,25.0,481.5,100,1926,2026,1
1EA2E297-E129-4BB3-9CCB-779FF940A72E,1,38.0,872.0,38,872,910,1
1bb88358-c53b-47aa-87f1-51f7b85de288,1,52.0,463.0,52,463,515,1
9891d39d-bacc-4c17-a264-ecb34bf95c97,1,57.0,385.0,57,385,442,1
53573B39-53BA-436E-A248-FE32FE243C08,1,78.0,556.0,78,556,634,1
E30FAC90-6631-4D54-9ECE-E3D5C10D1AC5,1,50.0,498.0,50,498,548,1
50b47bf5-fb6b-4f11-9a0a-6fd33c7fb2fa,1,102.0,491.0,102,491,593,2
75718f93-36fe-4563-9af2-9143406fef5f,5,26.0,536.6,130,2683,2813,1
ADA7DB8E-2F9D-4222-92F5-0D6F019BA1B3,1,45.0,250.0,45,250,295,1
fc22b951-da8c-4f46-98a9-163cf54fa20a,4,77.75,329.0,311,1316,1627,2
f7f5e85d-29e6-48fe-a761-22e07a51650e,1,31.0,350.0,31,350,381,1
7c050db4-53eb-41ca-b074-70647ffb0791,3,17.333333333333332,578.0,52,1734,1786,1
63BD4752-49E8-4C04-BC33-92B360C0CD53,1,51.0,712.0,51,712,763,1
FF2B5E11-4353-41B8-A561-42A3A7A90264,3,24.0,766.0,72,2298,2370,1
B20388F8-FE16-4AF0-841B-F3417E7D5AFE,1,48.0,442.0,48,442,490,1
CE31EB1C-B471-4F4B-A7D5-1A6869AD5247,1,150.0,639.0,150,639,789,1
C3DE8E1B-684B-4227-B066-A7F9A50E2742,1,20.0,274.0,20,274,294,1
f152b4d5-b6c6-4ff5-b725-135a3f1a4621,3,24.0,356.0,72,1068,1140,1
61BD568D-6D06-48E9-A1DD-218AF31A34F9,1,65.0,386.0,65,386,451,1
C92A398E-38D8-4414-A2AE-50AD0E7781CF,3,27.0,248.0,81,744,825,2
bc34a694-0586-4e0f-bf23-56ac7245dba1,1,50.0,571.0,50,571,621,1
A58E83C0-2279-47EC-B461-3402B7C2838E,1,23.0,387.0,23,387,410,1
79b1ba44-69a4-41b2-b179-1f5f7e8aaa9d,1,41.0,1355.0,41,1355,1396,1
2302BE32-8FEE-47BE-AF87-327BD7EA4759,1,40.0,428.0,40,428,468,1
dcea737a-578f-42b5-8f17-d2575461358b,3,57.0,232.66666666666666,171,698,869,2
dc8c3540-73f5-4c7a-8585-3f5e56ac2c6d,3,29.666666666666668,404.0,89,1212,1301,1
B6979E57-3BC9-4EC7-97B2-3DFE5CC94F73,3,32.333333333333336,574.3333333333334,97,1723,1820,1
ac58d2bd-6a8c-4b08-b3b5-9e6c19beda32,1,32.0,227.0,32,227,259,1
7ABA33AE-7E6A-47A6-BFEE-8A461609CF87,1,31.0,582.0,31,582,613,1
1B0912D9-CB05-4BDA-877B-B35B2B76EFB4,1,31.0,527.0,31,527,558,1
b44c6cd4-90d5-444a-b474-dd28bd8e486d,1,44.0,215.0,44,215,259,2
763eda4c-9f18-416d-b392-31d7a0e9d47f,3,45.0,610.0,135,1830,1965,1
F15A32B8-C11E-485B-88C7-C71A3DD3BE7E,4,57.75,192.75,231,771,1002,2
09b3a3db-0b83-4bdc-804c-8c40da2c682f,3,57.666666666666664,511.6666666666667,173,1535,1708,1
fdd6f2b7-d284-4e2b-a1dc-519a2dbc1873,1,52.0,263.0,52,263,315,1
4bc2bad1-6f87-4538-99f9-3ccd54af8c92,4,46.5,643.5,186,2574,2760,1
A596BE7B-2C14-49BC-8B8F-ADBF35445CB8,1,55.0,516.0,55,516,571,1
cf724eea-5c67-4725-b44d-d41b0c066771,3,53.666666666666664,698.6666666666666,161,2096,2257,1
ef79f7b0-844e-4ad9-8010-e97480160c12,1,56.0,618.0,56,618,674,1
3e83c7a3-e875-4740-b942-e2fea532784f,4,64.25,315.0,257,1260,1517,1
e84d353b-896d-4021-9415-3b0d569b6b84,3,15.666666666666666,377.3333333333333,47,1132,1179,1
03741052-fe38-4a06-aed5-1674bb899d18,1,61.0,377.0,61,377,438,1
BDEEE94B-601D-4A00-967A-1EA0ED43F0D5,1,17.0,325.0,17,325,342,1
DE7C1B2A-A42D-49A3-9F6B-B4066D5748E3,1,41.0,615.0,41,615,656,1
e818b15d-dc7b-482b-a170-1065e0c5b06d,1,65.0,593.0,65,593,658,1
185AB2EB-9A99-4663-92B7-B1387B9864D5,1,42.0,482.0,42,482,524,1
b571f19e-74e6-4c68-8861-1fcf38d0a2a8,1,111.0,487.0,111,487,598,1
5fbbd698-053f-469b-b566-620c599de343,3,51.333333333333336,679.3333333333334,154,2038,2192,1
D119405B-DEAB-4A4F-94B7-EEB6CE5A5F1F,5,14.8,881.2,74,4406,4480,1
55a7a345a61b1629326cbf4d2f159604,7,101.14285714285714,505.2857142857143,708,3537,4245,1
91078E8A-55DB-451D-85BA-FA8005B09014,5,20.2,634.0,101,3170,3271,1
17ca8573-25a2-4c52-860f-9404af09185c,1,22.0,458.0,22,458,480,1
63e8cf62-9638-4863-b3df-9ba248264fb9,1,28.0,551.0,28,551,579,1
b3d09601-dcea-46be-aca7-0eaa78f2b22a,4,33.0,490.25,132,1961,2093,1
807D062A-31D2-4B42-9389-C09787E6B895,3,21.666666666666668,396.6666666666667,65,1190,1255,1
60AEC81C-0B80-40DA-BD90-2E65068654CC,1,46.0,439.0,46,439,485,1
0C28CD2F-15D3-4D90-BEDB-FEA898C34DD6,1,38.0,268.0,38,268,306,1
365ea13a-5a3d-4501-b792-177aaec07f3a,3,57.666666666666664,537.6666666666666,173,1613,1786,1
3420f0b9-cf9e-4540-887a-cf00ef8ff20f,1,44.0,227.0,44,227,271,1
2189de89-ae67-4ff8-b132-aecd2456071a,1,14.0,523.0,14,523,537,1
6cb6e82c-084e-4834-9f8d-c17ef1a7852e,4,112.0,197.75,448,791,1239,2
766711AD-4AEE-4586-92A8-0983CD813BAF,1,48.0,157.0,48,157,205,1
00EC1D17-0D03-4587-B033-01229C560BD5,1,23.0,665.0,23,665,688,1
BCEDBD43-F29A-4E19-B86C-068774F9062D,1,69.0,664.0,69,664,733,1
21fc1cb0-011b-48b0-a012-afce16b8b23a,1,24.0,489.0,24,489,513,1
2da6aa2d-6f7c-469b-99e6-d1484eda593a,5,77.4,210.8,387,1054,1441,2
3bd87a20-65cc-4d95-be34-9764550b575c,1,17.0,307.0,17,307,324,1
30d9b4074aa845d6a8bac188042ea6d9,4,62.5,400.0,250,1600,1850,1
0DD4B590-ACDA-451A-9101-C505AD42FAC2,1,30.0,291.0,30,291,321,1
02e2f397-39b4-428c-bc41-f6a78057af49,1,42.0,286.0,42,286,328,1
27df8038-7de3-4788-8c28-679ab76d737b,1,79.0,413.0,79,413,492,1
81D9A465-6A1C-488F-8C85-1D21AFF6434D,1,15.0,282.0,15,282,297,1
81633584-3de3-4668-9e8f-a00ab8066b36,3,30.333333333333332,385.0,91,1155,1246,1
F231A51E-26D8-4CAD-8062-F499957589B5,3,19.666666666666668,522.0,59,1566,1625,1
45bacd5a-d79d-42e2-99f7-77e563864ccd,4,70.25,156.25,281,625,906,2
F9C4A16C-4A04-4606-B2FB-3C68B752E4FB,1,123.0,808.0,123,808,931,1
643427bf-0295-479b-b3c2-f446593bf31b,3,20.666666666666668,560.3333333333334,62,1681,1743,1
40c864bb-bee6-4005-b962-90d28fcf990e,4,19.75,185.0,79,740,819,2
1B8D9A18-09E7-4A40-A14E-AC0AA585217F,3,40.0,378.6666666666667,120,1136,1256,1
F032F7A0-5726-410A-A4CF-79CA437527E6,1,37.0,239.0,37,239,276,1
d358db52-586b-433a-b4e7-8ce986248655,1,23.0,775.0,23,775,798,1
4D8D5958-D5C0-4658-A573-15E956A02CC6,1,46.0,430.0,46,430,476,1
188965c5-1888-4d71-ab3d-fa69b4605a35,3,42.666666666666664,564.6666666666666,128,1694,1822,1
83c1297c-c6a8-44ea-8880-718bcd28f397,1,48.0,468.0,48,468,516,1
FDE930B7-5921-4D3F-87B1-3BBC015FBCFD,1,43.0,276.0,43,276,319,1
FE3913ED-AC00-4B3F-8429-493A4EA027F9,1,40.0,250.0,40,250,290,1
7268d949-7337-44ae-a659-cfe659d54296,1,48.0,276.0,48,276,324,1
37A452F4-5580-42B5-A4A5-791599069163,3,47.0,539.3333333333334,141,1618,1759,1
86B4179A-010A-4122-B8BC-F3583662FAC8,1,37.0,691.0,37,691,728,1
9e89bf33-5cfb-4458-a10a-4b3e1d62bb90,1,19.0,683.0,19,683,702,1
a9647614-277b-421b-be12-4caf8cacab93,1,31.0,494.0,31,494,525,1
d7672c0b-bba8-428a-befc-ef93736b7ea8,5,63.0,606.6,315,3033,3348,1
a2db37de-1253-4ea2-803c-0bb93c66382d,1,7.0,1101.0,7,1101,1108,1
eadc7919-d39c-4f0b-b341-7f6efd5e15c6,4,11.25,612.0,45,2448,2493,1
2878a73d-f16e-414a-8b65-ea4016b8b0ed,4,28.25,269.75,113,1079,1192,2
0B00D470-A2B1-4E26-878F-286CFF96AF36,1,33.0,309.0,33,309,342,2
1cb6e091-5141-499e-a7a8-4a5e2b689209,3,78.66666666666667,629.0,236,1887,2123,1
C9201180-3EAA-4D33-BA6D-F1C8A38570E5,1,61.0,353.0,61,353,414,2
70E43794-1953-4F15-8012-7F51111EFAFD,3,24.666666666666668,312.3333333333333,74,937,1011,1
67F53A3E-E6C1-4F52-9FBF-6296A4AEE7A1,3,30.0,777.0,90,2331,2421,1
19750A53-3F4B-4D85-9F54-A8FAA8A61C51,1,77.0,569.0,77,569,646,1
357bd7cc-9e10-4488-a189-0b421b7fa5f8,1,46.0,698.0,46,698,744,1
9A263C3C-E571-4026-944E-14A110215508,1,22.0,723.0,22,723,745,1
479ea7ad-8140-445f-916f-2944e5adcc35,1,29.0,258.0,29,258,287,1
080bbadc-99ad-437e-b2a6-e8265673bba4,4,66.75,437.0,267,1748,2015,2
c7c97667-82f0-49d0-acad-d0cc40945795,4,76.25,695.25,305,2781,3086,1
B37AB90E-4B2F-4B9E-A807-78F647C632C2,3,52.333333333333336,478.6666666666667,157,1436,1593,1
B4105EAD-E835-400E-91A1-DCB66CDE6AB2,4,24.5,388.75,98,1555,1653,1
5d5ba024-53fd-468f-944f-635ec25d4d29,4,52.5,655.0,210,2620,2830,1
2f255f86-c5ec-479c-b15f-bbeb89277d23,3,15.333333333333334,271.0,46,813,859,1
0717CA45-E850-4CB8-BA25-DCF96524D1FA,1,62.0,397.0,62,397,459,1
77783788-8ad3-4818-909c-71cb1698fff2,3,18.0,293.6666666666667,54,881,935,1
e1d6abf3926fdc785db6801aa1c6b61a,3,37.333333333333336,296.6666666666667,112,890,1002,1
42154E21-CAF9-444E-9402-A7BE3E201AD4,1,30.0,267.0,30,267,297,1
1DA6CC61-9914-45CC-A00D-45CA1107FBEB,1,65.0,310.0,65,310,375,1
B3490F1E-AC8A-4B06-8E6C-7AF53632B350,1,21.0,754.0,21,754,775,1
FF2E94C4-A3C6-4F98-BFA6-CD1D4979ED3C,1,70.0,525.0,70,525,595,2
1431fd77-0a99-4ef7-a948-f96c3d2ec2a4,5,29.0,746.8,145,3734,3879,1
8F2C9BE7-F0A5-4CEB-9C21-A5B6B8D0A18A,1,24.0,434.0,24,434,458,1
E1FD84A9-B331-4E47-A952-8A9A7A9A2BCE,3,27.333333333333332,417.0,82,1251,1333,1
977329BD-D40C-4168-B85A-AF41EB3B33DF,1,34.0,508.0,34,508,542,1
0e022812-ff5c-4c0c-aaaf-a2b172e726cf,6,32.166666666666664,584.8333333333334,193,3509,3702,1
A22350D0-2AD3-4A95-B01E-51E4B9C03B1F,1,77.0,664.0,77,664,741,1
6309e200-300a-455f-8a94-3e70819d1a9b,1,76.0,506.0,76,506,582,1
79f2004e-0d3b-4a5f-81a5-7a9acf075516,5,168.4,537.8,842,2689,3531,1
2EF826D7-681E-4CF4-A199-9B56EBB82AD9,1,56.0,708.0,56,708,764,1
91730807-6451-45c5-8cfd-e852a263b7bd,3,61.333333333333336,397.0,184,1191,1375,2
C3E690B3-1294-4662-8670-47A72ACE27EB,3,47.666666666666664,256.6666666666667,143,770,913,2
8b1ba94c-8624-4716-b68f-8df32d3fb649,1,69.0,353.0,69,353,422,1
1fda3ead-7252-4e64-9ad9-deab30c14a5f,1,40.0,665.0,40,665,705,1
28408898-5647-4F9E-8171-37638951074F,3,48.333333333333336,460.6666666666667,145,1382,1527,1
6C1797AE-FE08-497B-AF89-935683D0DBB4,1,18.0,262.0,18,262,280,1
262EC30A-355D-4DE5-85CD-F6EFDCD31A59,1,47.0,249.0,47,249,296,1
E92256F8-5CBC-4D5C-A004-05393F42144C,1,54.0,342.0,54,342,396,1
cf587a14-bfa8-4463-9790-ddc5f5dfc47e,3,88.66666666666667,335.0,266,1005,1271,2
DAE9AB93-1219-4BA7-B843-C5DEC32DD4C9,1,45.0,524.0,45,524,569,1
D96014B1-2280-4858-B50C-2C65315623D4,3,41.0,267.6666666666667,123,803,926,1
ED0F1B55-52F2-4ED5-A177-9A8ECEF90625,3,51.666666666666664,494.6666666666667,155,1484,1639,1
8091a27b-4f3c-419b-ba9f-4d7fdf68f09b,5,33.6,492.4,168,2462,2630,1
e99e74ed-b70f-47ec-8fb2-4abcad3945b1,1,16.0,595.0,16,595,611,1
f46ead07-e83c-4d09-8245-2fcfe71afa19,1,91.0,474.0,91,474,565,1
9225DDBF-DFE3-47C3-8B84-1FCE2B151261,1,49.0,340.0,49,340,389,1
D301E808-487C-4C05-84BB-BD5C319CA95C,3,64.0,791.6666666666666,192,2375,2567,1
42B95151-18B7-4EB7-AEBD-C0C886EE5C68,1,73.0,509.0,73,509,582,1
d4739a47-34c8-4656-8ad8-2138ee2a2449,1,27.0,373.0,27,373,400,1
2ddbc8ff-22c1-4d06-bc7e-cd103cdd4e0e,3,35.666666666666664,581.0,107,1743,1850,1
FC1259AC-D7E3-4785-950A-4C546C003E3E,3,11.0,372.0,33,1116,1149,1
068d0594-2ac4-4c87-a8c9-6c7896cbb35f,1,23.0,586.0,23,586,609,1
CDF136E0-3A07-4E2D-8088-7652449CF6BB,5,24.2,573.6,121,2868,2989,1
F0E13686-A950-4A13-A661-C93DDB46F297,3,12.666666666666666,788.6666666666666,38,2366,2404,1
F5C61762-E284-4E9D-B734-2617C6122491,1,54.0,675.0,54,675,729,1
f4b2f099-99f3-43c2-a08e-972d2c5048d7,1,16.0,389.0,16,389,405,1
6d21c872-fab3-442f-b8f1-8b3961ec258f,1,31.0,449.0,31,449,480,1
613d2414-1d70-4302-bed6-8062efe67d51,1,57.0,354.0,57,354,411,1
ef535d2e-458e-47fa-9cd7-c71d810e2a9a,1,27.0,277.0,27,277,304,1
9A806BBB-1C39-4F7A-B19E-8D4F8CE9A01A,1,52.0,286.0,52,286,338,1
8CD70457-07DB-48DD-BA14-EFF199CB39C5,1,65.0,314.0,65,314,379,1
C8BB10E1-F5B0-444B-9EAF-47E57F9D8647,1,52.0,608.0,52,608,660,1
74fe5221-0bb3-4658-bfc4-93873eec4108,4,28.25,770.5,113,3082,3195,1
