conv_id,n_turns,total_tokens
2e4f031c-f44d-4b8c-86e5-c0249e21fece,1,107
2e91f3d0-6bda-40e4-9d54-40c82bd86b0f,1,81
2e929190-5cb9-40f6-ae91-d0eae07ef7e0,1,112
2ef5f96b-d3e1-43c1-b873-78c5066149eb,1,203
2efc3413-995e-4b79-bb80-43c471010df8,1,159
2f053777-94b2-4b75-8c18-0e4b505c3edb,7,1246
2f158da7-40ca-48cd-8aa6-dcd538c6a3f4,3,291
2f3360f5-0252-460c-922f-c80f09d9f973,6,464
2f671844-52e4-4167-8311-1dff6e358bb8,3,241
2f8494e1-34f3-412b-a6ff-7af639633242,3,204
2fa185a0-4557-43ff-b056-b55da7ddf1a9,1,152
2fd95126-b897-4f29-be9c-f88c952753ed,4,634
2fdc2494-50f4-40ca-b3f2-c9ff5d10502e,1,154
2fe858a7-5624-4d1e-a4a8-86a94f67f95f,1,169
300040F9-FD7A-4C6A-8753-F4D497A138EA,3,588
300ba5d7-94e7-4b48-9258-83d8d8e19a81,1,172
301105A0-EF5C-4F0A-90DF-BE3BE3F6963A,1,93
30300449-ae49-49d2-9080-2a1ab12281e8,3,538
30438822-409c-4edc-9aff-99bfaea34a4c,3,374
304B1506-841D-4C50-8FEF-C5003151ABC4,1,83
309b9c52-4505-4f8b-8b25-b46f793d1151,3,382
30b587f5-9a96-4726-99fc-55683ee79fd5,1,322
30b5d653-56af-4529-bb65-9c9bed74ec12,5,564
30fe9b03-d9c6-493a-9a48-6b2cd798c7b5,3,334
3121e036-318f-4409-a8c2-d65bc213c97e,3,422
31290813-aa3d-46bd-a0a8-a8b2e32d374d,1,73
3132078E-FA05-4736-9452-90EDA79239B1,7,1055
3149894c-46db-4ad0-ac2f-f68b1eaa10ba,1,150
314DA8C4-16B9-448C-A67C-EA3F9129C629,1,144
31637386-3942-4bf6-b3be-4b7c227ceee2,1,121
317177ED-56E1-4367-987C-F21667AFC142,7,871
318D66F5-516E-4A33-8F17-3183ABE8E478,1,143
318e684a-2362-4b75-9ba1-ec191f4730f3,1,112
319F9CE7-905A-4075-B58A-C9808653F689,4,454
319a0902-5448-47cc-b258-f6839f5f312c,3,426
324f833e-d961-493e-b90a-435c3f613530,1,189
325b5e6e-5611-47a5-b45b-c299d860126c,1,76
32619b11-4eab-4d00-84cf-ea51b14b5bc8,3,383
32699510-a434-4422-8bd4-c22b056cb57b,1,145
3298A98A-4C46-4158-BA88-5B5D938C2055,1,135
32BAB646-EDE7-43F2-8B72-294335CF8863,1,106
32FB39D7-58F4-4C00-8791-372DC58BB52C,4,473
32FC6DB4-1EC2-45DB-8B25-1D93A8F3F529,1,183
32abcef7-cbad-4286-9996-90f95a28d1b9,1,118
32ad1856-d999-461d-bc48-ecb6c1d678dd,1,142
32af0864-b206-4565-b461-4d494e958fcc,3,541
32bffc87-b981-47c5-a2e9-a25f7cd38d02,1,98
32c016d6-60ea-4814-8063-b0b5b71cd0d0,1,128
333924DE-F9DD-4968-B11F-B77A95DD33C7,1,199
3349ae3b-ff4b-41fa-9fc8-18de38181aee,1,102
335E285D-F9EA-4EEA-8AFA-CD04BE14D179,1,133
3364df20-3385-4577-a01b-dd8d6ff92090,4,569
3371CEDE-4735-40FE-BC50-4165EFC0B392,1,158
3390429C-11F8-4E71-8CA8-F7A93BE7E3B1,1,102
33A8817C-6959-4632-AD55-16B7798D1A7A,4,763
33D8EBE3-7039-42C3-B013-DAFB47158A46,1,241
33a96d78-82ba-4847-af89-df8208d88bcc,1,168
34280b89-5eae-45ac-9bad-e9c5ac99b7a8,1,296
342AFE95-44DE-490B-BBCC-9529DA237EA4,1,111
342D5260-256C-476A-B39F-EEBB0EE83DC7,1,142
3472ff3c-f338-466f-927c-3dac0ca65538,6,607
347d8a65-d507-43b3-9f44-f21acd2c4525,1,221
34FAC21C-A3C9-42E8-9EF3-8D5ED169AAE4,1,162
34FCA9DD-B191-438F-9FDC-9A25F721A312,1,107
34c4f981-9089-42b1-b7c0-2322a5d11488,1,158
34c95f04-6cc9-4ad5-bf96-2813175244e8,1,95
34ca60d2-554d-47b2-93b5-2fba7d5c9de8,3,531
34d3ee7e-d89d-44e5-b2b3-90987cd8190e,4,627
34f0d188-1a89-41d9-b3c9-a688fad398a7,1,177
35BCD7E6-3853-4F4C-8BC5-281B46195A37,6,579
35C8FFEA-555C-40A6-BB7C-93DFFFFBBEF8,1,119
35adef04-1dde-4d70-a5c5-f6958a9e30c5,3,453
35e03719-21f8-4f03-a51d-9f5649078b69,1,149
35ed03db-1400-479d-92fa-5778c39199aa,5,711
361CCB3A-7AB1-45CB-A62F-5297087C5CB0,3,416
362BC565-2FE0-4406-94FA-EB31B8877C22,1,146
362C4E83-52C7-491C-86F2-B919B6300549,1,134
366ef47b-207a-4751-95a6-2b6415e8cff0,7,1182
36C68B74-A6D9-4D69-8A6A-C8A9E93845F9,3,382
37000e24-7d05-43c3-a627-aa45bce58674,1,132
370061ba-7107-4f96-832f-f86aea01ac2d,6,710
37091c72-a7bd-499b-b4d1-fef09568f1f6,1,128
373DB27B-FA91-414B-AC5F-59B2327E7CA4,1,92
374CA872-710A-4120-B29A-AD9FFEB8E807,1,169
3793462a-2cdf-4f22-a3ce-c484e19ae589,1,193
3796F059-6742-4EA7-86B3-C3EB80DD1846,1,165
37ED1959-0BF6-4A01-8FA9-5912BBB3D53A,1,92
37a9e04f-7424-4ccf-9ca6-b41902882f02,1,195
37ac7527-fd61-44a7-9145-4c7453bc7bba,1,186
38002620-ecc4-4deb-8444-1fda0ee6fa24,1,157
380ee595-3133-42a8-979d-3ea77abeaf35,5,605
3818fa69-ee1f-4632-abe8-4f3762f55bbd,1,143
383b7fd6-cc1d-47e5-9f15-ab3c04f60a45,3,242
3843F1BD-5815-40A2-A28B-87E20CCCD7F9,1,132
384A119F-6553-4551-B17B-501C3280E064,1,97
385F7D80-3B90-4467-9B26-9A6692F5A4C4,1,165
38A4CD08-5BCF-41E5-810B-C3A5106AE87F,1,116
38E71176-190E-4F54-B93A-4BC6B5D3815A,1,261
38c5089e-2ee2-415a-b0c2-b252414f6f55,1,199
38da6f4f-3bb1-476a-8f7b-ddc30dba471f,5,870
38dfef57-7714-4863-bbbc-92dae63467b7,1,105
3909b1c3-e168-484d-9ffa-9cf9da7f0b68,1,164
3927AE9D-549C-4654-9F70-92C223B2457C,4,968
39501e1d-9d18-425f-8bd9-d855cc3b0f92,1,154
399bdc1f-d069-4091-bed9-ae2c5544d7d9,1,138
39B08974-13F4-4AF3-B364-0504FCEDA0D5,4,438
39BFAE2E-D2AA-4DC6-9390-548D87928F13,4,644
39F25EC3-1764-4958-B774-8C2C9BF2A0D7,1,97
39FC67EC-4886-4D54-AC45-059B5A359CA2,1,148
39b52a97-7afb-49fc-990d-bbead5ba2d6b,4,507
39fb9efe-e595-4032-8588-05d5fa12ba66,1,113
3A33B41F-7FE6-4A29-AE0E-638391FD6DBC,1,65
3A3CEB7D-B381-4622-9F8D-C5E15DDC9CD0,1,139
3A5F2C39-2D5D-4A2C-B21A-B9957493CBEE,1,50
3A6640AC-94E7-4C4C-9EFA-775CD6040408,1,150
3A74513E-F788-48B1-B9B5-D4593518D63C,1,138
3A81BEB9-0347-4981-8C21-A29350955CBA,1,123
3ABCF519-224B-4A33-A53F-732492CD4D0F,5,615
3AFEB16D-CBEC-41E4-A452-965F52C9C757,1,158
3B2D66AB-1AEF-46EF-BFA1-962DCA9EEB68,1,113
3B67633F-A745-4D5E-B36A-4C6265FB0897,4,487
3BAF4724-1B13-493D-BFED-28B833B44941,1,129
3BC45B8E-78C8-4EBA-B1EF-9595DE8AE28F,1,107
3C6F2BEE-EB52-40FD-A276-28BC90D3E718,4,420
3C869086-6FA0-4F1D-87EF-C49203929D3E,1,131
3CD9095A-F994-44E8-968B-E4019694576D,1,84
3E0A6D9C-FD62-47B6-AC6C-4A6524D487AD,1,185
3EB53ADC-4991-49B3-BCAC-B1DA194C41B5,1,150
3F145E82-E1A4-4B3D-907A-F90AE94C8DAB,4,451
3F5C07AE-D3A9-4F1B-A574-4341E6AF631B,1,82
3F6B9CB3-6F25-424D-B17D-06B7CAD0ECDC,1,111
3FB024DD-DBB4-41E9-B17D-5DE76F6693FC,4,387
3ae1c1ca-8779-4b45-92a2-f1c546fd89f1,1,132
3aeacefa-d192-45b9-ac50-04f0eb39b833,1,87
3b631525aa5b5695655f2e9eff6d7dbc,1,95
3ba52330-1641-4ac7-9e61-2a7c016a5bc0,1,188
3c875226-5f47-4d46-aff0-1b20a10e07d7,4,489
3d594b0d-9412-4446-9346-a27f80b13740,5,438
3d68c769-49c3-4abd-b957-bc391dabf220,1,105
3d97da36-5932-4e1a-8513-30d52ae7f52e,4,793
3ffd43f6-0d6e-4e1f-8df8-ba497b85e90b,1,139
3ffd5b7d-bc85-4de9-a3a5-3e47fc287b1f,1,207
403FB5B5-1217-4AA7-9A92-E163998DC195,1,181
403e38c8-9c0f-4f18-a7b1-9fef04fd4da5,1,214
4049ECAB-6CA8-4996-B232-3FF3A30BFE79,1,123
40B24612-BB0E-41AC-AAEA-E5962835DC09,1,157
40C1DBB4-7B51-416D-9A1F-7F800B31E211,4,315
40FAB94E-4459-4CDC-8D4F-3CEFF783DA9F,1,156
40b9d005-8c64-46ca-a282-2184ce8a40b0,1,141
4115b5b3-eec4-4305-9ef8-a04ce48d8d16,4,543
415AFEF4-5C9B-462C-81F3-1A74B2AC9AFA,1,153
415a671d-ef95-4618-be89-da05cc8ea0bd,1,124
417CB20C-C92F-4F57-9366-870891DC0CDF,1,155
41870bdb-ff9c-41e2-b9b0-29ad7dba1ea4,4,462
41984586-4f35-44ad-9f66-21f988a9866d,1,171
419d9a88-ce40-49e2-a1e0-a3d5a187c565,1,181
41D32F62-38BC-4C02-89CD-AB0B83FEC681,1,135
41DE9B35-1DDA-4731-BCEF-F1EAE850FC6B,1,92
42151a47-ddbe-497b-a9c1-11f6560553c4,1,116
42309d56-fe66-43ec-82c4-1065a46fe338,1,216
42331F68-6183-4CA6-881F-065F68381893,1,165
4239AC2B-4F95-49A2-BF34-C799417EAC8F,1,127
423F4DD2-6514-45D3-AB48-D8F75584E08E,5,997
425C3EFA-A346-4B49-B3D9-D1CEB203DF88,1,134
42727fa2-5ccd-47b6-a043-ea3e21a856f0,1,73
4294d51c-9f2d-4687-a642-90a8dd7ca5c7,10,1376
42973895-0f66-4744-951b-c639264037c2,1,95
42B6293E-8780-4209-A1E8-986ED695911D,1,88
42C7B2FB-B4C3-4DAD-9AC1-8DA22C5E85CB,4,910
42b315d2-7e65-40b2-83a1-72c6ef67f191,1,83
42d35395-f2e8-4ccc-ab6b-3f2d82003eac,1,164
42dfa16e-7244-4e27-a465-27e3394035b1,1,184
42f71534-8361-46df-b498-aa3f6741aa4a,1,202
430693b7-4af9-40d7-bc8a-8db4b3972ad1,1,132
4328CD75-21E4-4B36-A4D9-A20324705C87,4,411
43439245ab77e506c82fdf8b2a6571f1,1,69
43553246-be9a-4875-8379-d013e47b24bf,5,798
436b76a8-45af-4880-bd65-e5cea113e846,1,72
438D1FED-E993-46DF-9EC2-3DACDB4D2541,1,56
43efca2c-cca2-480b-a0f7-793e2c61d158,1,157
443A1D94-ABE1-47FF-BB90-3011BE132A0C,1,176
44430921-DE98-4F90-9820-F457EC067DB7,1,106
44B1263C-6A90-4654-83DD-A644CB92EC44,1,154
44C68222-0A52-4875-89AB-353FB14B97E2,1,157
44ce98ba-1132-4be5-ae0d-4e71bcc14a8c,1,148
44df25ba-8cb9-492a-8800-a7780cd53bb7,1,202
4531412E-FD01-495C-9C43-C0DA73CA713C,1,124
456D992E-A601-4DC2-8769-270EC4F212FB,1,139
45A97919-6756-48DD-8A55-A433C34913D8,1,159
45DFB752-1ABE-46CF-BF3A-BD1BAD94E252,1,93
45a8feac-7a20-404b-909e-8e592b08c4f0,1,86
45c88a4e-b7cd-4449-898d-01e6ecdc3b0b,1,76
45e0dda3-f25e-4c33-972a-cfc64d7c3acc,6,960
4622bc58-f80f-42c4-a0a8-e62f58cdcf4a,1,140
46472086-64bf-4724-8e2b-928edb0db70c,1,243
46748d52-5012-4a30-a129-2f851dd0fc3a,1,87
46764d09-8dbb-425c-b825-1bcafefef5cd,4,439
468CF1C0-43C3-45FF-9AD3-6AB090140C3F,1,156
46D8111C-617C-41BA-8838-2256CFE3F943,6,661
46F1DE73-C51D-4BF3-9F79-D6B433CA4C3A,1,149
471B32BF-E8B2-4A97-8768-27E36817DB3A,1,130
4722f0e7-441b-4a74-9dc3-0f3cc16b07a3,1,100
476ed9a6-7b04-4957-8926-55bc8a00239f,6,901
4776BE7A-40BE-4765-91EC-5BE20208FC1F,4,349
478DC525-E25E-4A03-BFAB-A28210665268,1,239
4796A975-E253-45EE-8CA3-48C0F13496B8,1,191
47D1C88A-B5F9-4DD1-967C-D225BB81D219,5,455
47DA2FAC-7515-41BD-AD8E-E05CD4A3691C,3,553
47f94835-59e3-4ee6-9de2-a08dc4a19c86,1,188
484BA54A-4E92-4AC1-B20C-9BD6587793E2,3,405
4852b70e-ff7e-4322-a279-3807656e28cd,4,681
4858f18f-0646-49c0-8672-07253454016a,1,154
485DCAB9-EAD9-40E5-A204-E49F1E3D6126,3,405
485ED0E6-CB0F-44C8-BC51-9D4FE0CC4D88,3,325
489BF8EF-90C2-4873-94F3-3D9F93FB0459,1,118
48E7EC1D-FDE1-4F95-9188-DC4DCA627582,1,121
48e28c65-ba7d-47d1-b41b-cc9ec93ca009,3,449
490a5405-a229-47f8-b950-695960e9d14b,3,412
4933058d-80f8-4118-9a3a-82d8d9e9c08b,1,49
49378948-8848-4BC3-9C86-34DA13988F0F,3,381
49408F60-FDC5-4E27-A891-10019D665A1F,1,158
49438c22-3a32-4014-b93a-900a986913b0,3,341
495ae1e1-0038-486f-8205-3c78db3d7224,1,84
496916C5-0CE3-4859-A785-8E4B3AB537FF,1,79
497298E2-5311-4826-AF63-79035864745B,1,61
49741D79-A41E-4D99-B775-1F06BD7A9BDD,3,205
4974b66a-264b-4d91-b2be-3773b368c960,5,534
497bd70e-522f-4583-8d1b-51503e6eda2b,3,259
49A7F3AB-EA6E-4FA6-9559-29F0226D86AE,3,289
49F79B8E-A300-44A3-93E9-741973556230,1,89
49bf32c0-b492-44cb-b66e-72f6cfbba6e1,1,89
4A045B94-19B7-4CAF-808A-E00169C5898C,1,126
4A406C94-634F-4438-89D6-4BA0B312EAF5,1,184
4A410825-A07B-4977-9BFA-E531F92B080D,3,465
4A42CAB4-1200-4D53-9F2C-10667A453E3C,1,152
4AA497AB-360A-461D-AF0B-77E87319D012,1,148
4ACD127D-AF9A-4B0A-B461-2E72C7650B34,4,321
4AD7E386-1963-473D-91B7-058EC27463E4,6,768
4AE19E1F-9F7E-40A5-A37D-354903F9CF08,1,137
4AFA5209-379B-4125-BD38-0A663F9F2A68,1,110
4B1208F1-920C-47F6-9A42-586A3A266A83,1,170
4B1827A5-7784-4F84-AC75-5304A7ABDE69,4,582
4B3B9C2B-FE99-42D5-BFA5-AD5661183D7B,3,408
4B68801C-170E-4AD3-B459-295DCFAFB08C,1,201
4BF6E44C-0891-4566-9408-647AE6DE24FA,1,78
4C373092-1955-4A77-B403-127E7BA3614C,1,113
4C3C697A-FD9D-4684-9781-11386D580E98,1,116
4C45790F-DB0C-441D-AEDF-8C0B595EF69C,1,118
4C4C2C68-BB25-49BC-969B-1601CAA589FC,1,145
4C73337B-BA08-4ED5-870C-F4184B307F54,1,107
4C981593-C502-487D-9A08-386B096C7AB0,7,999
4CCAFF6F-0A5E-4090-9BFD-402F12025F99,6,703
4D088ED5-18A9-40E6-B474-D9485D86E2F4,1,154
4D0D5993-C177-4D33-BCE2-140C2BDE66BA,4,639
4D25FDBB-5B24-49B6-A5BD-0941B94B3615,4,479
4D578519-09A4-4E24-BA1A-CE6AE75BC7C5,1,154
4D6AF4F1-AFD2-4723-A7FC-F8DD7CAC0BD0,1,150
4D6EF714-F261-47DB-A824-1EB711D004F7,13,1542
4D8E43BD-85D8-425F-98B5-054878AC4421,1,158
4DC24729-42F0-4295-BFCD-C84C82A814E4,1,167
4E4D767F-4DB4-4AA4-AE08-DEBC05E018C0,4,752
4E50FE19-FF44-4BEE-A949-2BD95806D724,1,168
4E84980C-6BB6-42B9-BB22-221A7C068DD9,1,133
4EC07F79-882B-4D27-9BEC-F2C2F72E5861,1,174
4EC2E2F1-BBE3-4FFB-8F96-7A488A49E1C4,3,571
4F727F67-E996-4C35-A48F-C88310D7FE5E,5,545
4F7D8D67-46DC-4B98-9C99-9C96393E730F,3,700
4F846157-4F97-43C0-B883-F89EA1F91E93,1,88
4F879972-5B7A-4F25-B84F-432AAA5450A6,1,73
4F8D0C43-F252-40CC-B4BC-4E3E8637C41B,1,151
4FCD536D-304E-47AF-927A-9D3F72075677,4,513
4FFF41A5-2D4B-4085-B9FF-A00E1B148734,1,195
4a9394b1-781d-457e-a14c-4091372f79f3,3,538
4ad55e33-ceef-4922-b260-29cc14bb4fda,1,164
4b54ecc8-843c-4d2c-a228-6b3daa848863,3,313
4ba4fe7d-6019-4482-8f4f-dcdf591fd0fd,1,73
4c4822ed-9391-40d7-82ed-0bffdffa206a,1,265
4c700697-73b3-48df-a4cb-2b501b7f986f,1,160
4c81be7a-ae82-4375-a7c0-a33f7089b4ed,1,116
4cd27921-bb3b-40b9-a1f5-e8def6378828,1,166
4d00cd56-58a1-4b43-bfb6-be1f3b004dba,4,685
4d0ec423-6194-4f0c-ae20-2984e7fc7a08,3,977
4d42c20e-9b91-4a54-b739-65edba079d60,3,375
4d4f183b-30ec-449d-9c9c-113c17d4f520,6,759
4d939289-c658-4d2d-94c7-5b2ea0532bf0,1,111
4dc6ea3d-6b8b-4510-afe8-1883b7749dbb,7,1073
4dd31ab0-3d5d-4ef8-b44f-69168102b6d3,1,148
4df506dd33babb15069b7f7ea8181d0e,5,414
4e0484e5-11f2-458e-8907-29044c9bf9dc,1,115
4e0a9cfb-0d57-4c5c-948b-241de72e3c72,1,63
4e166055-92aa-4040-8ab9-c4e2ed240faf,1,69
4ef1ac92-5b80-418b-a990-12f98cba54c9,1,81
4f4516a2-8faf-4f15-938d-60d87f99c41e,1,97
4f9fad46-f8b1-4a15-9833-6483f5e6cfb2,3,273
4ff9ee1c-e08c-4584-ad6c-dce50fc3f63d,1,107
50215473-8c2d-4093-9063-da3840127073,1,149
5021F574-8038-44AC-8769-877D11B9A7CA,3,490
502bed172ddf6d7134ed34a54613289b,3,264
502ed6c1-39df-4770-aadc-9b418af6760c,1,143
503382ab-2d3c-460e-9c03-c9cc88545282,4,442
505598D4-36BC-4A41-BA17-A53FF3F8504E,4,656
505a72dc-bb9b-46be-9eed-66415d42e3e2,1,72
507a04e2-677a-4944-864c-d57c24908326,1,262
50DBCF48-4C6A-4D25-B587-88C098E86554,3,383
50EA08CD-99AF-48C3-90FF-777478AD65E9,1,137
50b98d31-4f51-4d01-aec5-39a46d8c28f3,3,470
50be7f31-7aab-48ad-af5f-bb240658a7de,1,194
50bfd590-2822-42fb-a941-a9b34a119ec2,1,132
50e547e6-d677-4ea2-a0c3-55e5a70c624f,3,355
5102F730-88A4-4CCC-BBBF-4BBEF6AE7DA6,1,107
513EC8E0-E6C6-49FF-A3C9-CC7ECE1AEF8F,4,678
513ae432-a61b-4b7c-8e6b-34a5cccd18a4,1,145
5191a8bc-aa35-4110-a231-668e891cde70,3,387
5199A2EB-0F84-47FB-AE13-376DDA013A17,1,176
519defd7-64e5-481b-b487-6421d819990e,1,265
51B6B281-759E-4C8F-A9DB-C50FBA4D335C,1,112
51C7D16A-646C-48BF-9F3A-5E678AF96C68,1,177
51c42af8-da09-40f8-8221-e52930d943b5,1,116
52093a26-830f-4d76-9c4c-448907742fe2,3,192
521c798b-f71a-429a-a1e9-7739614b17a0,8,1377
52206f7d-d4aa-4ef5-9a0d-78c3a25fe978,5,526
524655d5-b425-4570-b376-5d8447896427,1,150
52713F09-CA75-40D3-9E5D-D8D1E600E600,3,285
52D54492-8ED0-425B-9966-084C353D44FB,1,119
52DBCC1E-7DB3-4279-8297-6DFCFEF36122,1,116
52a38c0b-eb9e-4c10-8e33-190323901575,3,571
52fd6731-bf18-4cc4-a1ad-8fbd4c6fda70,3,308
5346146B-B180-4088-B1F4-443F0E79A6F8,1,184
53498892-f27d-4aa3-a4e2-aafce57123dd,6,1130
53573B39-53BA-436E-A248-FE32FE243C08,1,174
537578E2-B6AF-4D35-A9EA-B3CD755F9915,3,818
53C43A69-DC9C-4CF6-850B-9F6E5144ABAE,3,377
53C7758A-B2C8-4F96-B364-0D69FF5DEE71,4,320
53ab9c9d-80fb-4375-a2ba-6bfc84c3cdb6,1,72
53c50757-6175-4ac3-8e36-cbf4c7279619,6,1207
53cd3d6b-70ea-48a8-9a72-fbc541eaaea0,4,587
53d592a3-2ce9-476d-a85f-5339dd482a7b,3,429
54005EFE-8F33-4D07-A005-9F5C97AFE268,1,116
540ab0bd-69d4-4154-84ee-0276144b80d5,3,431
54143EBC-10F9-4194-A90D-318D81791C98,3,516
54494900-7aee-4d90-900d-ffec0530a5f4,4,516
54887bf0-983d-4cba-bace-a8c903565841,1,115
549945fc-9095-40e0-a208-7af2555d56d7,1,80
549DAEDE-80DD-4CE9-A30E-EC52062625EA,4,644
549b88fb-a4c2-4f20-b818-8bd4cb4ee493,5,843
54e0ba28-34e9-43c2-b153-2a2610833d2f,1,211
54f0602d-6376-4603-8658-6108f676045a,3,239
55238C65-F2CC-47D9-B6C1-47A11D30E463,4,661
553CEB9D-2647-4466-8994-4ACC71750F1B,1,206
5572c780-c378-4f0f-ba3c-0bb93f93b986,1,149
558cf8ac-c4d0-4a04-955e-37ca3baecb95,1,171
5594eeda-9689-4652-b845-c32e58f28ef4,4,723
55AA64D9-29AA-4288-B24D-6FFC157C43A8,3,284
55C3CFFD-6BDC-4FE4-9431-DC0AE5BF84A2,1,158
55F0E660-8B28-436C-85C0-DCD232C59F05,8,840
55e5b118-2d0b-412b-b4af-6fd8ace15a02,1,283
5613C0DA-A805-4965-AA42-39E2A40EA7C2,1,218
56369223-bcda-47c7-b670-1e21df0f1efc,1,203
56447e4e-1b4d-4619-9da6-32cc88c4613a,1,159
56626c6f-6b0e-4e4e-86d1-5b34374de2a9,3,613
5669ad72-cf60-4a98-b6bc-95cd07416b20,5,736
566B5ADF-B8AE-4968-9686-B0D4B367ECCF,1,114
5670df3f-cfda-48c5-95cb-e38aad16baee,1,124
5672F94C-84EA-4AA3-B2B5-6D985EDE69E5,1,289
5676bce5-7220-4d50-9c35-e95180aa3c7e,3,306
569E53F1-89E9-4DDA-9FA3-C106F2109465,1,179
57296828-b50e-4780-94a7-ceddb58bcd6b,1,79
5730F7D0-0870-47FB-9FA1-B578A06935C9,3,710
57381a0c-9ed0-466a-8ace-1f4280009e27,1,96
573D7A56-F671-4C96-945B-DC8ED6D75AD6,1,129
5754EE4A-69EE-48A6-BAFE-7DAF57F72120,3,402
579abc44-5f3a-4efa-bfee-2b6816caef27,3,332
57F4C81F-E425-4151-9DA9-060F6A17ED18,4,485
58206117-1b27-4b29-999b-c57672b77f45,1,155
5830e522-f611-4f9d-a7ef-bd1cd95374bf,1,192
5849F5A9-9558-4A08-850B-F796A2FCD767,4,578
584a1cc1-7abf-401e-81b2-dd2952c917ad,1,77
584c2d4a-1e8e-47ce-b3aa-1a3669350033,1,134
586994d5-1314-44b2-94bb-f7aa8e8406c3,1,141
586C00BE-FA53-4860-B9E1-F95E7503546B,1,132
58707E74-1E18-4485-B36A-FDB40FB36C63,1,162
588B62F1-FCFF-44CE-A2B7-58F00992692C,1,99
58F874C4-0758-4DDD-B622-F0B5214C1F8D,1,79
58d0b54e-1ff3-435c-8b63-b5812ac8216d,1,241
58eb9369-8279-48d6-80f0-71ac970cb2c0,1,135
5916fedb-eec8-45e7-bf13-069dff86d224,1,85
5931d791-6bfd-4b3f-a0c8-8390272b5170,1,134
5933957b-e67c-4dcf-976a-0a9cd488d1fa,1,158
5935FEDE-8F44-4C27-9B31-8039B03A9CB3,5,860
593eee3b-48ec-49d5-a43a-6c2291dfff7c,1,112
59617828-3b8e-4e01-80aa-7147db1645f3,1,101
596289dd-948f-4bb8-bb09-69e2f71c0901,3,350
596458FF-F6D4-437C-9BB9-00CA6A32DB36,3,696
5969c22c-596b-4e90-8b2b-5cd863df66b8,1,119
59841828-3CB4-4D69-B86E-CC3831087CD2,7,920
5988b24f-3469-4d90-8b5b-7e2a177a1211,1,85
59abb466-fae1-4a22-b756-046687f00977,5,854
59b9accd-f448-4c5d-a324-6c3e47b619fc,4,581
5A128CB8-AD01-40B2-8E76-829A5E121733,4,316
5A1AA911-6979-4630-B161-611E52228F65,3,436
5A4CF776-9B17-43B8-B85A-5F97D10C9A40,5,927
5A6DB036-D1AE-417B-BFC6-358630E8597B,3,718
5A814E85-70E1-4BD2-87C4-6448C167129F,3,493
5AC93C77-7454-4711-B8A0-AD09CC7DFC3B,1,221
5ADBC078-3E03-45BE-B9FA-0F58CE2CDD02,1,75
5AE914BC-C24E-45CA-80E0-CB6ED6BFA743,4,445
5AFA475F-F172-4955-893F-6386E600DF7D,1,146
5B0C85A1-76B6-4D34-9512-3E92F87EB93C,1,85
5B716ED6-2D90-4012-B101-0FACF920AA8A,1,188
5BC82D19-DE73-48F3-94C7-0E5888ED4EDB,1,161
5BFB2B0B-D36B-483D-A096-708A48764793,3,390
5CCEECF1-F6AA-4951-96FF-3EAEFB054D16,1,140
5D0F4FA1-B869-4126-A8C8-95D48CA424D2,3,362
5D22AB12-E08C-4216-960A-AB790F7BC652,3,295
5D538C30-2C7C-4275-8590-3DD89AC4992D,1,157
5D8E19B4-95D2-49DF-A437-528AE2B82B78,1,105
5D8FED47-F571-46F5-975E-D0D142376FC2,1,172
5DEA7E1C-EF30-47D2-B7BA-2365653FBCA3,1,187
5DFC1105-6CFD-4184-B535-2BDF3A208F56,6,771
5E4E4F9C-3066-4517-B0EC-0474901FDE1C,1,124
5E82BA34-9FF9-4A21-AE52-B0340B3B1BF4,4,528
5EEB5AF4-8623-454F-8C70-86F3595FA132,5,562
5EF75CCF-85D7-4857-B056-6C07BF7E258C,1,136
5F16729F-3F6E-4AEB-9510-5DCD01C7369F,1,111
5F1E40CD-B68C-477E-B6E5-3DB597B483C6,1,127
5F3E4F9B-443B-4D8D-A153-765C174F4106,7,834
5F79E9F7-868E-4501-B78B-36A31226E5DE,1,137
5FCB91DB-A1EC-4357-8413-57B9C799E186,3,364
5FF99C8E-AF69-4CFA-B881-1144A6A9749F,3,349
5a50d3cd-44b1-4013-9933-0abd56e4b416,1,94
5ab8e585-cf6d-40b9-98d6-fc7915b7fc53,5,972
5ad92c29-e68e-4f39-a720-310ca162b73c,1,194
5afe6526-8baa-4c5c-ad2f-6b34783fcb64,1,96
5b2f9457-c9c3-4e6c-8803-d60f86f548e2,1,141
5b58babd-fa3e-4151-8f24-29260befbe3c,1,184
5b73f30b-a444-4207-b27a-568fa0d00c9b,1,179
5b8347b1-a849-4ba5-8311-9b06fd1ebb42,1,190
5bb1b774-d3b7-40f4-90e3-fdebaeb02443,1,85
5bc70dbd-525f-4f65-8857-b334d9ba50d1,5,477
5d1fc8bd-57b0-4ca3-a8c8-7d5d3897107c,1,76
5dcc67a9-8dbe-49fd-9be7-4745a2438931,1,184
5dd967f0-9ba9-4e5e-8a05-b406249158e2,4,619
5e284f8c-65bc-476c-99a5-ce7fa966d078,3,397
5e5c2df5-01c0-4357-8dfd-c15f89595d62,3,638
5e6c6fe498f2b5ba68de228b837e62ba,1,103
5e6c8893-7942-4f0e-a218-00183e26a756,4,399
5e791787-79b3-42b4-afd2-532d9441f372,1,171
5e98a9e4-75ae-4544-8d40-51dbdde1125c,3,339
